url,source,title,content,publish_date,scraped_at,keyword
https://www.bbc.co.uk/iplayer/episode/m001mg0t/barry-humphries-at-the-bbc?at_mid=0YPJFFVFb6&at_campaign=Barry_Humphries_at_the_BBC&at_medium=display_ad&at_campaign_type=owned&at_nation=NET&at_audience_id=SS&at_product=iplayer&at_brand=m001mg0t&at_ptr_name=bbc&at_ptr_type=media&at_format=image&at_objective=consumption&at_link_title=Barry_Humphries_at_the_BBC&at_bbc_team=BBC,BBC,"Barry Humphries' funniest, rudest and most revealing moments",Alex Jones looks back at the highlights of Barry’s career on a selection of BBC shows.,"Sun, 28 May 2023 21:02:25 GMT",2025-07-30T13:26:14.600081,election
