"source","url","title","sentiment_score","word_count","avg_sentiment"
"KIRO 7","https://www.kiro7.com/getsreal/","Gets Real: Rainbow City Performing Arts Gets Real: Exploring Filipinotown is Seattle’s CID Gets Real: LGBTQ+ owned business in spotlight during Pride Month Gets Real: How one Capitol Hill artist is working to lift up other queer artists Gets Real: Seattle dance group aims to change stereotypes, advocate for fair wages for dancers WWGR: Women leading major construction projects at SEA Gets Real: Investigating the ‘DEI divide’ rocking American culture Gets Real: Seattle queer and trans film festival to elevate LGBTQ+ stories Gets Real: Bumbershoot returns with new internship program focused on diversity VIDEO: Bethel High School changes mascot after 70 years Legendary UW diversity advocate still fights for students VIDEO: UW's first indigenous member of board of regents blazing trail Seattle parents work toward educational equity through school supplies Gets Real: Two boys make singing, dancing debut at Seattle Opera Gets Real: Seattle Puppy Raisers volunteer with guide dogs Gets Real: Rise Above uses sport to empower Native American children Gets Real: Mobile clinic ensures all pets get care they need and helps owners, too VIDEO: WWGR: Blind Artist Gets Real: Mobile clinic ensures all pets get care they need and helps owners, too Gets Real: Seattle art gallery celebrates cultures often overlooked or underrepresented Gets Real: Bumbershoot returns with new internship program focused on diversity Gets Real: Female veteran says women face unique challenges in US military Local woman shares experiences navigating workforce in wheelchair, helps others understand ‘ableism’ Gets Real: ‘My food is not poison’: coalition fights rhetoric of ‘Chinese Restaurant Syndrome’ Gets Real: Hanukkah different this year amid increased antisemitism Attacks on Asian Americans spur Lake Forest Park woman to act Western Washington Gets Real: Running while Black Seattle police recruits share what they’ve learned from new ‘Before the Badge’ training Gets Real: Seattle Opera making history with production of ‘X-The Life and Times of Malcom X’ Gets Real: Trailblazer who invented electric bass guitar getting more notice Gets Real: African Americans celebrate their history, culture during Kwanzaa Graves of Black miners found near those of whites in Newcastle Cemetery VIDEO: The 442nd Regimental Combat Team: The most decorated WWII heroes you may not know Gets Real: Nearsightedness rising among children; uptick in screen time blamed CDC report: Black women die from maternal causes at rate nearly 3 times higher than others African-Americans at high risk for glaucoma, others at risk, too VIDEO: Project underway at Fred Hutch to bring more diversity to clinical trials Doctors working to improve vaccination rates among Black pregnant women Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland Gets Real 2024 Special KIRO 7 presents Western Washington Gets Real on Mar. 18, 2023 Western Washington Gets Real Special Western Washington Gets Real Special: March 22 Western Washington Gets Real, 11/20 Minority Chambers Ethnic Chambers Coalition Filipino Chamber of Pacific NW Greater Seattle Chinese Chamber King County Hispanic Chamber Korean American Chamber, WA Korean-American Grocers of Wash. Minority Business Development Agency - Tacoma Taiwanese Chamber of Commerce of Seattle Yakima Hispanic Chamber Organizations & Programs African American Elders Program Black Lives Matter Seattle-King County Coalition Against Hate and Bias El Centro de la Raza King County Equity Now Coalition King County Immigrant and Refugee Program King County Office of Equity and Social Justice Tabor 100 US Office of Minority Health Washington Commission on Hispanic Affairs Voting Register to vote in Washington state Voter eligibility Election dates and deadlines Voting by mail: Frequently asked questions County elections departments How to sponsor an initiative Guidelines for ballot measures (PDF) State election laws Additional Resources",15,33,0.454545454545455
"KIRO 7","https://www.kiro7.com/july/","Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland",2,5,0.4
"KIRO 7","https://www.kiro7.com/live-breaking/","Live Streams KIRO 7 Now KIRO 24/7 News KIRO Weather 24/7 StreamAmerica™ Clark Howard's advice & cooking on a budget Inside look at law enforcement & true crime Your one-stop shop for delicious dishes Documentaries that enlighten & entertain In-depth reporting & trending stories Top Local Stories VIDEO: Pirate Karaoke VIDEO: Futuristic ferry test run VIDEO: Suspected TB cases at ICE detention center in Tacoma VIDEO: Penguin chick takes her first swim VIDEO: Free admission to National Parks on August 4 VIDEO: Mascot buoy rushed by bear while fly fishing VIDEO: Vodka seltzers mislabeled as energy drink VIDEO: Fast Ferry service extended VIDEO: Vance Creek Bridge Fire VIDEO: Semi fire cause traffic backup VIDEO: Deadly fire truck crash in Bitter Lake VIDEO: Mourning family impacted by funeral home arson VIDEO: New King County Travis Decker search called off Local paralympian finds her stride VIDEO: Flight attendants sue over door plug blowout VIDEO: Kohberger moved to restrictive cell block VIDEO: Evacuations ordered for Stud Horse Mountain fire VIDEO: Manhunt for Montana mass shooter VIDEO: 7 suspected TB cases at ICE detention facility VIDEO: Argument sparked waterfront shooting Raw Video RAW: Car crashes into teriyaki restaurant RAW: Bryan Kohberger traffic stop RAW: Snohomish garbage truck fire 3 RAW: Snohomish garbage truck fire 2 RAW: Snohomish garbage truck fire 1 Snohomish deputy saves child trapped in accidentally locked car RAW: Ichiro display in Cooperstown RAW: Tacoma Hit-and-Run RAW: 123rd Ave Fire VIDEO: Jazzmin Kernodle, sister of Xana Kernodle, addresses Bryan Kohberger VIDEO: Family of Kaylee Goncalves addresses media after sentencing of Bryan Kohberger VIDEO: Family of Madison Mogen addresses media after sentencing of Bryan Kohberger VIDEO: Prosecutor Bill Thompson addresses court prior to sentencing of Bryan Kohberger VIDEO: Scott Laramie, stepfather of Madison Mogen, addresses Bryan Kohberger VIDEO: Attorney for the family of Madison Mogen addresses Bryan Kohberger VIDEO: Ben Mogen, father of Madison Mogen, addresses Bryan Kohberger VIDEO: Jeff Kernodle, father of Xana Kernodle, addresses Bryan Kohberger VIDEO: Statement of Bethany Funke, roommate of Idaho murder victims, addressing Bryan Kohberger VIDEO: Dylan Mortensen, roommate of Idaho murder victims, addresses Bryan Kohberger Alivea Goncalves, sister of Kaylee Goncalves, addresses Bryan Kohberger Weather Saturday August 2 pm weather Forecast Friday Aug 1 PM",-45,34,-1.32352941176471
"KIRO 7","https://www.kiro7.com/news/","News Seattle police respond to two homicides within hours overnight 5-year-old dies after being found unconscious while swimming in Pierce County New technology aims to end wrong-way crashes on WA highways Police looking for man connected to Bellevue homicide Rep. Baumgartner pays tribute to Spokane hall of famer Ryne Sandberg More News Headlines Boat fire in Renton leaves one injured When and where you can watch the Blue Angels this weekend Seattle gears up for driverless cars Man sustains life-threatening injuries after shooting Desert Aire gas station Railroad bridge in Mason County Catches fire, embers ignited brush below Blue Origin launches 34th New Shepard rocket into space Bear Gulch Fire still at 3% contained after 4,500 acres burned Thurston County sheriff assaulted during DUI arrest 7 suspected cases of tuberculosis reported at Tacoma ICE center; ICE denies claims One dead in crash with fire truck in North Seattle Suspect held on bail for allegedly shooting man in wheelchair at Seattle pier Family left scrambling for services after Seattle funeral home burns; arson suspect sought Washington’s small airports are playing a big role in helping to fight wildfires Fish and Wildlife police arrest two people for illegally cutting down cedars in Aberdeen Semi truck bursts into flames on SR18 in Maple Valley State troopers in Kent find wrong-way driver passed out at the wheel Tukwila Police: Suspect who hit car with machete restrained, arrested Sprinter Sha’Carri Richardson arrested at Washington airport on a domestic violence offense Two pursuits that started in King County end with help of State Patrol aircraft Travis Decker not located following possible sighting at Snoqualmie Pass: Deputies Pilot program ‘BRIDGES’ gap for workplace equity Two suspects arrested in Grays Harbor arrested after using credit card in stollen wallet ‘Want more speed cameras?’ Bellevue asks residents for feedback Kraken mascot Buoy escapes surprise bear encounter during Alaska fly fishing trip Seattle police cruiser totaled after crash with another car while responding to call Towing attempt gone wrong: SUV rolls into University Place restaurant twice Foot chase in Tacoma ends in arrest after drug use reported in parked vehicle Idaho student murders: Bryan Kohberger moved to solitary confinement Burning car tied to deadly U-District church shooting found in Phinney Ridge Gets Real: Washington Paralympian shares her story of success Four people rescued from boat on fire at Everett Marina fuel dock Pursuit ends in crash, closes all lanes of SR 900 in Issaquah All lanes on I-5 in Fife reopened after three semi trucks crash Washington health department launches ‘Naloxone Finder’ Work underway to reopen a Marysville park for first time in 25 years Federal Way man and Seattle teen arrested after shooting at Kent bar Tacoma Humane waives adoption fees this weekend for nationwide ‘Clear the Shelters’ campaign Body worn video shows what happened moments before a Lummi Tribal Officer was shot Seattle police release photos of suspect in funeral home arson, $10k reward offered Seattle area weekend events: Summer fun continues even as we hit August Hay truck tips over on SR-20 Idaho student murders: Ethan Chapin’s family reflects after skipping killer’s sentencing Boeing faces new lawsuits from Alaska Airlines crew aboard MAX 9 mid-air panel blowout flight Look familiar? Help identify remains found in Mountlake Terrace 192,000 play kitchens recalled for strangulation risks Level 3 “go now” evacuation ordered for wildfire in Winthrop Latest Videos VIDEO: Pirate Karaoke VIDEO: Futuristic ferry test run VIDEO: Suspected TB cases at ICE detention center in Tacoma VIDEO: Penguin chick takes her first swim VIDEO: Free admission to National Parks on August 4 VIDEO: Mascot buoy rushed by bear while fly fishing VIDEO: Vodka seltzers mislabeled as energy drink VIDEO: Fast Ferry service extended VIDEO: Vance Creek Bridge Fire Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland Latest Photo Galleries PHOTOS: One dead in crash with fire truck in North Seattle PHOTOS: Three semi truck crash blocks four lanes on I-5 in Fife PHOTOS: Tacoma Humane waives adoption fees this weekend for nationwide ‘Clear the Shelters’ campaign PHOTOS: Suquamish PD officer rescues injured eagle PHOTOS: KIRO 7 Cares Christmas in July Toy Drive PHOTOS: Child surprises Pierce Co. deputies, thanks them for rescue",-67,64,-1.046875
"KIRO 7","https://www.kiro7.com/news/investigates/","Meet Our Investigators",2,2,1
"KIRO 7","https://www.kiro7.com/northsound/","North Sound Coverage Mother stabbed, son hospitalized after standoff in Lynnwood, police say Crews fight multiple RV fires in a single day in Kitsap County Everett man arrested after dog shot, killed in broad daylight, police say ‘Our community is really in a crisis’: 56 puppies overwhelm Whatcom Humane in Bellingham Smoke alarms warn residents as fire breaks out in a duplex in Everett More Headlines Six years later police continue efforts to solve a homicide in Marysville Man awaits sentencing after guilty verdict in 2023 killing of man in Port Orchard Accidental shooting claims life of 17-year-old in Lynnwood Health officials monitoring measles spread at SEA Airport after travelers exposed Person sent to the hospital after being stabbed in Everett SCAM ALERT: You must pay a fine for missing jury duty or get arrested Everett water reservoir, sewer projects prompt rate hike Everett Police looking for person who stabbed a 14-year-old at Lions Park Dramatic rescue: Coast Guard rescues child, two adults from grounded boat on Camano Island Rat infestation ravages food supplies for hungry kids in South Kitsap 16-year-old girl seriously injured in Edmonds robbery, police ask for tips Deputies search for prowler in Kitsap County ‘Devastated & heartbroken’: $5,000 reward offered to find who killed Whidbey Island family dogs Woman dead after wind brings down tree on her in Lynnwood Woman crossing busy Everett highway hit, killed by car Marysville Police Officer’s Association marks another successful coat drive Impatient patient last seen in scrubs wanted by Bellingham Police 82-year-old Edmonds woman accused of hate crime, attack at Trump rally Deadly motorcycle crash shuts down northbound I-5 in Bellingham Driver flees after hitting 2 people crossing Lynnwood highway, killing 1 Two people found dead at a business in Mount Vernon, detectives investigating Election ballots found alongside road in Oak Harbor, USPS investigating Memorial walk marks 10 years since 5 shot at Marysville Pilchuck High School Everett firefighter falls from balcony while fighting house fire Pierce County Sheriff’s Office on the hunt for a suspected child rapist Edmonds Police investigate domestic violence incident involving hammer, suspect dead Snohomish County shelter takes in cats from areas affected by Hurricane Helene Road to Artist Point, SR 542, closed for the season Damaged expansion joint on northbound I-5 in Arlington caused traffic backup Dog needs rescuing after falling 30 feet down a well in Suquamish Murder suspect who allegedly ambushed victim makes preliminary appearance in Island County SUV slams into massage parlor in Everett, driver suspected of DUI ‘Very lumpy and skinny’: Endangered Southern Resident orca calf emaciated, stopped breathing Everett firefighters rescue man trapped in blackberry bushes on embankment Former Marysville Schools superintendent to get $400K severance Anacortes company fined for violating Clean Water Act regulations Marysville School Board poised to replace superintendent Three deputies injured during high-speed chase of stolen car in Snohomish County Missing person alert: D’Asia Campbell went missing from Seattle One dead after chase by trooper ends with rollover crash in Everett Child hospitalized after being hit by school bus in Bremerton Triplex catches fire, burns in Everett Washington State Patrol seeks tips in serious hit-and-run on state Route 99 13-year-old girl missing from Tulalip Reservation Latest Videos VIDEO: Pirate Karaoke VIDEO: Futuristic ferry test run VIDEO: Suspected TB cases at ICE detention center in Tacoma VIDEO: Penguin chick takes her first swim VIDEO: Free admission to National Parks on August 4 VIDEO: Mascot buoy rushed by bear while fly fishing VIDEO: Vodka seltzers mislabeled as energy drink VIDEO: Fast Ferry service extended VIDEO: Vance Creek Bridge Fire Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland",-112,78,-1.43589743589744
"KIRO 7","https://www.kiro7.com/petwalk/","Pet Walk Forecast Pet Walk Forecast for Thursday Latest Videos VIDEO: Pirate Karaoke VIDEO: Futuristic ferry test run VIDEO: Suspected TB cases at ICE detention center in Tacoma VIDEO: Penguin chick takes her first swim VIDEO: Free admission to National Parks on August 4 VIDEO: Mascot buoy rushed by bear while fly fishing VIDEO: Vodka seltzers mislabeled as energy drink VIDEO: Fast Ferry service extended VIDEO: Vance Creek Bridge Fire Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland Sports Cameron Young wins first PGA Tour title by demolishing field at Wyndham Championship Contact on the track, as Lyles shoved by Bednarek after his win in 200 meters at US nationals Rangers right-hander Jacob DeGrom is fastest to 1,800 career strikeouts in MLB history Osaka routs Sevastova 6-1, 6-0 in 49 minutes to reach Montreal quarterfinals Play ball, take 2: The Braves take the MLB Speedway Classic at Bristol after rain suspension Sha'Carri Richardson narrowly misses qualifying for 200-meter final, ending her US championships Entertainment Popular 1980s actor Loni Anderson of the hit TV series 'WKRP in Cincinnati' has died Soulja Boy arrested on suspicion of weapons charge during a traffic stop A man fell to his death during an Oasis concert at London's Wembley Stadium ""The Fantastic Four: First Steps"" holds its lead atop the box office Not just Big Bird: Things to know about the Corporation for Public Broadcasting and its funding cuts Jeannie Seely, soulful country singer behind hits like 'Don't Touch Me,' dies at 85 Latest Photo Galleries PHOTOS: One dead in crash with fire truck in North Seattle PHOTOS: Three semi truck crash blocks four lanes on I-5 in Fife PHOTOS: Tacoma Humane waives adoption fees this weekend for nationwide ‘Clear the Shelters’ campaign PHOTOS: Suquamish PD officer rescues injured eagle PHOTOS: KIRO 7 Cares Christmas in July Toy Drive PHOTOS: Child surprises Pierce Co. deputies, thanks them for rescue",-2,28,-0.0714285714285714
"KIRO 7","https://www.kiro7.com/politics/","KIRO 7 Election Center How does Governor Bob Ferguson plan to balance WA’s massive budget? Election Night in WA: Who won, who lost, and what is still to be decided Donald Trump has sweeping plans for a second administration. Here’s what he’s proposed Election 2024: Ferguson elected as Washington State Governor Election 2024: Nick Brown wins WA Attorney General 2024 Election: Maria Cantwell wins U.S. Senate race in Washington State Election 2024: WA Congressional Districts National Politics Texas Democrats leave the state to block vote on redrawn House map backed by Trump Trump attacks Charlamagne Tha God after radio host criticizes his presidency ‘They roll right over’: Many Democrats call their party weak and ineffective, AP-NORC poll finds The Justice Department seeks voter and election information from at least 19 states, AP finds Ex-Trump prosecutor Jack Smith faces investigation by independent political watchdog Senate heads home with no deal to speed confirmations as irate Trump tells Schumer to 'go to hell' Jeffrey Epstein's former girlfriend, Ghislaine Maxwell, is transferred to a prison camp in Texas Senate confirms former Fox News host Pirro as top federal prosecutor for the nation’s capital After a reference to Trump's impeachments is removed from a history museum, complex questions echo Smithsonian denies White House pressure to remove Trump impeachment references Republican Senate candidates seeking to replace McConnell aim to define themselves at Fancy Farm It's Trump's economy now. The latest financial numbers offer some warning signs Limited options for Democrats to retaliate if Texas Republicans redraw congressional map Judge blocks Trump administration from ending protections for 60,000 from Central America and Nepal Corporation for Public Broadcasting to shut down after being defunded by Congress, targeted by Trump Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland",-11,26,-0.423076923076923
"KIRO 7","https://www.kiro7.com/pride/","Seattle Pride 2025 Pride Stories 2025 Gets Real: Seattle queer and trans film festival to elevate LGBTQ+ stories Gets Real: Rainbow City Performing Arts Pride in the Park kicking off Seattle Pride month Gets Real: LGBTQ+ owned business in spotlight during Pride Month Pride Parade 2024 Photos Pride 2024 Pride Parade 2023 Photos Pride 2023 Pride Special 2023 Pride Special 2022",1,1,1
"KIRO 7","https://www.kiro7.com/seafair/","SEAFAIR",2,2,1
"KIRO 7","https://www.kiro7.com/skireport/","KIRO 7 PinPoint Ski Report KIRO 7 PinPoint Ski Report Ski Resort & Mountain Pass Cams Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland Latest Photo Galleries PHOTOS: One dead in crash with fire truck in North Seattle PHOTOS: Three semi truck crash blocks four lanes on I-5 in Fife PHOTOS: Tacoma Humane waives adoption fees this weekend for nationwide ‘Clear the Shelters’ campaign PHOTOS: Suquamish PD officer rescues injured eagle PHOTOS: KIRO 7 Cares Christmas in July Toy Drive PHOTOS: Child surprises Pierce Co. deputies, thanks them for rescue",-2,15,-0.133333333333333
"KIRO 7","https://www.kiro7.com/sports/","Seattle Sports Kraken mascot Buoy escapes surprise bear encounter during Alaska fly fishing trip Raleigh homers again as Mariners blank Rangers 6-0 behind Kirby’s strong start Mariners fall to Angels 4-1, Raleigh hits 41st home run Ichiro Suzuki immortalized in Baseball Hall of Fame Ichiro nearly perfect in Hall vote, 24 years after Lou Piniella questioned his swing Looking back at Ichiro Suzuki’s extensive career before his Hall of Fame induction Ichiro Suzuki inducted into MLB Hall of Fame, one vote shy of unanimous Ichiro Suzuki reflects on early days in Seattle, quickly being comfortable so career could take off Cal Raleigh is first to 40 homers this season with tiebreaking shot in Mariners’ 7-2 win over Angels KIRO 7 Sports Xtra Sports Xtra - Big week for Mariners, Seahawks and Storm Sports Xtra: Huskies start Fisch era, scoring an issue for Mariners, Sounders, Kraken look to future Sports Xtra: Kraken ready for push, Hawks roster moves, College stretch run begins Sports Xtra: Tough end to magical season for UW in National Championship KIRO 7 Sports Xtra: Washington on their way to national championship KIRO 7 Sports Xtra: Seahawks down to last 4 regular-season games Sports Xtra: Seahawks extend loss streak Sports Xtra: Kraken face the Devils, Seahawks v 49ers this weekend Sports Xtra: Seahawks come up short in Dallas + Huskies preview Sports Xtra: Sounders FC eliminated from playoffs + Seahawks, Kraken Seattle Seahawks Seahawks QBs connect as day two of camp wraps up Seahawks release veteran tight end Noah Fant ahead of training camp Seahawks announce joint practice with Packers Seahawks Training Camp registration opens Tuesday Seahawks punter Michael Dickson signs 4-year contract extension Seattle Mariners Raleigh homers again as Mariners blank Rangers 6-0 behind Kirby’s strong start Report: Eugenio Suárez traded back to Mariners Mariners fall to Angels 4-1, Raleigh hits 41st home run Ichiro Suzuki immortalized in Baseball Hall of Fame Cal Raleigh is first to 40 homers this season with tiebreaking shot in Mariners’ 7-2 win over Angels Seattle Kraken Kraken mascot Buoy escapes surprise bear encounter during Alaska fly fishing trip Seattle Kraken announces 2025-26 regular-season schedule Avalanche add former Kraken head coach Dave Hakstol as assistant to boost power play Kraken sign two-time Stanley Cup champion Matt Murray to one-year contract Seattle Kraken add five players on second day of 2025 NHL Draft Seattle Sounders FC Sounders goalkeeper Stefan Frei hospitalized after in-game collision at Lumen Field Seattle Sounders shut out Austin FC, jump into fifth in MLS West Botafogo beats Sounders 2-1 in first match of Club World Cup Here are the FIFA Club World Cup players with ties to WA Jordan Morris becomes Seattle’s all-time goals leader, Sounders beat LAFC 5-2 College Sports WSU Track and Field eliminates events from championship-winning program Oregon State and Washington State hoops cozy up to WCC for now ahead of Pac-12 rebuild Pac-12 goes dark: conference baseball tournament marks end of an era Washington jumps Florida State to move into College Football Playoff position. Georgia still on top FUTURE OF PAC 12, What it means for Huskies Seattle Storm Storm’s Skylar Diggins records first triple-double in WNBA All-Star Game history Seattle Storm sign veteran guard Tiffany Mitchell Storm’s Skylar Diggins, Gabby Williams selected as WNBA All-Stars Seattle Storm prepares for matchup with Golden State Valkyries Seattle Storm torch Aces with season-best shooting, extend win streak to three Fantasy Sports from Yahoo! Fantasy Baseball Pickups: Resurgent Max Muncy headlines hitters to target on waiver wire Fantasy Baseball 2-Start Pitcher Rankings: Not a great week for streaming, but there's help to be found How Knicks answer key questions following deep playoff run will impact fantasy values next season Fantasy Baseball Waiver Wire: Priority pickups whether you need pitching or hitting help Do Anthony Edwards, Timberwolves have another level to offer in fantasy and reality next NBA season? NFL from Yahoo! Stat fantasy football managers should consider when evaluating receivers reveals some surprises and a deep sleeper Falcons' Kyle Pitts dealing with unspecified injury, absent from the field at OTAs Center Frank Ragnow's retirement is another big blow to Lions' Super Bowl dreams Lions center, 4-time Pro Bowler Frank Ragnow retiring at age 29 Steelers are in an Aaron Rodgers limbo of their own making, which will only get more white-knuckle as training camp approaches Latest Videos Scouting Report Week 15 Sports Xtra: Hawks continue to make roster moves; Sounders look for first win Saturday Kraken push through last five week stretch of regular season for potential playoff spot Sports Xtra: Kraken ready for push, Hawks roster moves, College stretch run begins KIRO 7 Sports Xtra: Seahawks establish their culture as preseason kicks off VIDEO: KIRO 7's Chris Francis speaks with All-Star artist Charles Fazzino VIDEO: KIRO 7's Chris Francis previews Kraken Game 7 against Dallas Stars VIDEO: Chris Francis sits down with Seattle Kraken national anthem singer Tommie Burton Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland",29,30,0.966666666666667
"KIRO 7","https://www.kiro7.com/sports/high-school-football/","High School Football Report KIRO 7 Sports: Moving the sticks KIRO 7: State semi-finals high school football playoffs KIRO 7 High School Football for the week of Oct. 20 KIRO 7: Player of the Week David Brown KIRO 7: High school football report, November 4, 2023 KIRO 7: High school football report, October 28, 2023 KIRO 7: High School Football Player of the Week KIRO 7: High school football report, October 14, 2023 KIRO 7: High School Football Player of the Week, Sept. 30, 2023 High School Football: Top 10 matchups, September 30, 2023 KIRO 7 high school football player of the week: Lindgren helps with team turnaround KIRO 7: High school football report, September 9, 2023 High school football player of the week: Cole Edwards High School Sports Galleries PHOTOS: Week 6 of High School Football PHOTOS: Week 5 of high school football Photos: Week 4 of high school football Photos: Week 3 of high school football PHOTOS: Week 2 of High School Football PHOTOS: Week 1 of High School Football PHOTOS: Week 12 of High School Football PHOTOS: Week 11 of High School Football PHOTOS: Week 10 of High School Football PHOTOS: Week 9 of High School Football PHOTOS: Week 8 of High School Football PHOTOS: Week 7 of High School Football PHOTOS: Week 6 of High School Football PHOTOS: Week 5 of high school football PHOTOS: Week 4 of high school football PHOTOS: Week 3 of high school football PHOTOS: Week 2 of high school football Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland",6,7,0.857142857142857
"KIRO 7","https://www.kiro7.com/sports/mlb/seattle-mariners/","Seattle Mariners Raleigh homers again as Mariners blank Rangers 6-0 behind Kirby’s strong start Report: Eugenio Suárez traded back to Mariners Mariners fall to Angels 4-1, Raleigh hits 41st home run Ichiro Suzuki immortalized in Baseball Hall of Fame Cal Raleigh is first to 40 homers this season with tiebreaking shot in Mariners’ 7-2 win over Angels PHOTOS: Ichiro Suzuki Zach Neto delivers walk-off single in 10th to beat Mariners, 3-2 Ichiro nearly perfect in Hall vote, 24 years after Lou Piniella questioned his swing From internment camps to Cooperstown: Ichiro’s induction stirs powerful memories Looking back at Ichiro Suzuki’s extensive career before his Hall of Fame induction Mariners acquire Josh Naylor from the Diamondbacks for 2 pitchers as trade deadline deals begin Brewers bang out 17 hits and beat the Mariners 10-2 while HR leader Cal Raleigh sits Brewers beat Mariners 6-0 in 11th straight win Mariners call up left-hand pitcher Brandyn Garcia to add to their bullpen Astros rally past Mariners 11-3 to avoid sweep in Seattle Rookie Cole Young walks off Astros in 11th, Mariners win 7–6 Ichiro tribute opens at MOHAI with signed bats, jerseys and full-length photo op PHOTOS: Ichiro at MOHAI artifacts Seattle’s Cal Raleigh becomes first catcher and switch-hitter to win Home Run Derby Seattle’s Cal Raleigh hits two home runs, pushes toward Barry Bonds’ record in 12-3 win over Tigers Mariners’ Julio Rodriguez won’t participate in All-Star Game; Randy Arozarena taking his place Yankees rally past Mariners 6-5 in 10 innings after going hitless against Bryan Woo until the 8th Chisholm homers twice and Schlittler wins MLB debut as Yankees top Mariners 9-6 Judge and Raleigh trade homers late in Yankees’ 10-3 rout of Mariners So a salmon fell from the sky before the Mariners’ 4th of July game Cal Raleigh named All-Star Game starting catcher, first Mariner to start since 2015 Randy Arozarena hits two HRs, reaches career milestone Seattle’s Jurrangelo Cijntje, a rare switch-pitcher, named to MLB Futures Game Twins crush Mariners 10-1 after long rain delay, erupt for eight-run sixth inning Raleigh slams another homer in last game of the series against the Cubs Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland",35,23,1.52173913043478
"KIRO 7","https://www.kiro7.com/sports/nfl/seattle-seahawks/","Seattle Seahawks Seahawks QBs connect as day two of camp wraps up Seahawks release veteran tight end Noah Fant ahead of training camp Seahawks announce joint practice with Packers Seahawks Training Camp registration opens Tuesday Seahawks punter Michael Dickson signs 4-year contract extension Seahawks hit the field for off-season training Seahawks announce preseason matchups Seattle Seahawks 2025 - The official schedule is released Former Seahawk Devin Bush accused of assault in suburban Pittsburgh Seattle Seahawks select TE Elijah Arroyo as the 50th pick in the NFL Draft Seahawks trade up, select safety Nick Emmanwori with 35th overall pick First round of NFL Draft wraps up as Seattle Seahawks select Grey Zabel as 18th pick PHOTOS: Seahawks fans at NFL Draft party Former Seahawks WR Lockett says he’s joining the Tennessee Titans Sources: Drew Lock returns to Seahawks as backup after stint with Giants Seahawks sign Washington local Cooper Kupp to team Seahawks sign former Vikings QB Sam Darnold Geno Smith reunites with Coach Pete Carroll as Raiders acquire QB from Seahawks Seahawks clear $27M in cap space by releasing four veterans Ryan Grubb rejoins Kalen DeBoer by taking over as Alabama’s offensive coordinator Lamar Jackson, Josh Allen and Jayden Daniels to skip Pro Bowl Games Seahawks hire Klint Kubiak as offensive coordinator Las Vegas Raiders are negotiating a deal to hire Pete Carroll as their head coach Seeking more balance on offense, Seahawks fire coordinator Ryan Grubb Seahawks part ways with Offensive Coordinator Ryan Grubb Geno Smith throws career-high 4 TD passes in Seahawks’ 30-25 win over playoff-bound Rams Seahawks stay motivated for season finale, while Rams plan to rest some starters before the playoffs Seattle Seahawks eliminated from the playoffs Seahawks beat struggling Bears 6-3 to boost playoff hopes, postseason scenarios improve Seahawks place running back Kenneth Walker III on injured reserve Latest Trending Defendant profanely tells judge that he made mistake; appeals court agrees Paris Jackson, Justin Long end engagement Man impersonates police officer to grab free cup of coffee Paula Deen announces shuttering of 2 Savannah restaurants Teen dies after being swept into drainage pipe during flooding in Maryland",3,14,0.214285714285714
